"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"1608",10,0,"Hispanic",0,1,1,0,0,1,0,1,1,0,0,1,1,0,285,35,1,1,1,2085,537.31
"1609",10,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,235,12,1,1,0,1828,565.31
"1610",10,1,"Hispanic",1,1,1,1,1,1,1,1,0,0,0,0,1,0,800,12,1,1,0,2361,524.99
"1611",10,0,"White",1,1,1,0,1,1,1,1,1,0,0,1,1,1,336,28,1,1,0,1897,663.07
"1612",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,240,20,1,1,0,247,477.65
"1616",10,0,"White",1,1,1,0,0,1,1,1,1,0,0,0,1,0,200,30,1,0,1,398,399.88
"1618",10,0,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,26,1,1,1,1998,371.84
"1619",9,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,55,25,1,1,0,762,400.36
"1620",10,1,"Black",1,1,1,0,0,1,0,1,1,1,1,1,0,0,400,25,1,1,0,820,437.12
"1621",11,0,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,0,1,0,225,25,1,1,1,1408,619.06
"1623",10,1,"Hispanic",1,1,1,1,1,1,1,1,0,0,0,0,1,0,360,30,1,1,1,2886,467.51
"1625",10,0,"Hispanic",0,1,1,1,1,1,1,1,1,1,1,1,1,1,270,30,1,1,1,3201,529.77
"1627",9,1,"White",1,1,1,0,0,1,0,0,1,1,1,1,0,0,50,30,1,1,0,754,316.55
"1628",10,1,"Asian",0,1,1,1,1,1,1,1,0,0,0,0,1,1,285,25,1,1,1,2085,566.67
"1629",10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,0,1,1,275,9,1,1,1,539,540.41
"1630",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,500,12,1,1,0,1173,566.99
"1631",11,1,"Hispanic",0,1,1,0,0,1,0,1,1,1,0,1,1,1,250,25,1,0,1,308,520.82
"1632",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,25,1,1,1,2532,577.41
"1634",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,350,30,1,1,0,1295,502.46
"1636",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,28,1,1,0,505,419.19
"1638",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,18,1,0,1,366,635.62
"1639",10,0,"More than one race",1,1,1,0,0,1,0,1,1,1,1,1,1,0,270,18,1,1,0,389,615.48
"1640",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,250,20,1,1,0,366,499.89
"1641",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,230,18,1,1,0,1828,511.2
"1642",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,1,2080,447.06
"1643",10,1,"White",1,0,1,0,1,0,0,1,1,1,0,1,1,0,300,19,1,1,0,1526,425.82
"1644",11,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,30,1,1,0,1471,537.95
"1645",10,1,"American Indian/Alaska Native",1,0,1,1,1,1,0,1,1,1,1,0,0,0,45,15,1,1,0,300,314.07
"1649",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,25,1,1,1,2203,557.13
"1650",10,1,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,0,1,1,200,20,1,1,1,2144,556.81
"1651",10,0,"Asian",1,1,1,0,0,1,1,1,1,0,0,0,1,0,265,30,1,1,1,2085,462.8
"1652",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,20,1,1,0,2041,592.65
"1656",10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,1,315,40,1,1,1,3138,560.91
"1657",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,25,1,1,0,690,623.43
"1659",9,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,50,18,1,1,0,926,430.31
"1660",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,180,12,1,1,1,1900,621.92
"1662",9,0,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,1,300,20,1,1,0,362,443.73
"1663",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1087,491.4
"1664",10,1,"Hispanic",0,0,1,0,1,0,0,1,1,0,0,0,1,0,45,25,1,1,1,1574,343.73
"1665",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,40,1,1,0,1750,610.2
"1666",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1610,606.74
"1667",11,0,"White",0,1,1,0,1,1,0,1,0,0,0,0,1,0,210,17,1,1,0,774,624.38
"1668",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,225,25,1,0,0,1064,582.63
"1669",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,25,1,1,0,1087,570.12
"1670",10,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,480,32,1,0,1,575,546.53
"1672",11,0,"Asian",0,1,1,0,1,1,1,1,1,0,0,1,1,0,1000,40,1,1,1,2085,629.38
"1673",10,0,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,1,0,200,23,1,1,1,1196,478.13
"1674",10,0,"Black",1,1,1,1,1,1,1,1,0,0,0,0,1,1,450,28,1,1,1,1720,577.99
"1676",10,1,"Black",0,1,1,0,0,1,0,1,1,1,1,1,0,1,360,27,1,1,1,1619,477.21
"1677",10,1,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,0,315,43,1,1,0,808,393.03
"1678",11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,35,1,1,1,3138,484.02
"1682",10,0,"Asian",1,1,0,1,0,1,0,1,1,0,0,1,1,0,285,40,1,1,1,2085,607.46
"1684",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,195,22,1,0,1,570,473.44
"1685",11,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,50,30,1,1,1,1046,554.63
"1686",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,0,1,1212,474.56
"1687",10,0,"Black",1,1,1,1,1,0,0,0,1,1,1,1,1,0,225,23,1,1,0,1380,399.72
"1689",11,1,"White",1,1,1,1,1,1,1,1,1,0,0,1,1,1,270,32,1,1,1,1734,671.21
"1691",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,276,428.7
"1692",11,1,"Hispanic",1,1,1,0,1,1,0,1,0,1,0,1,1,0,275,35,1,1,1,3261,545.35
"1695",10,0,"Hispanic",1,0,1,0,0,0,0,0,1,1,1,1,1,0,280,20,1,1,0,754,459.78
"1696",10,0,"White",1,1,1,0,1,1,0,1,1,1,0,1,1,0,300,30,1,1,1,1988,385.11
"1698",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,1,1640,608.25
"1699",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,0,450,15,1,1,0,434,442.81
"1701",9,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,20,1,0,1,575,546.07
"1702",10,0,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,0,1,250,29,1,1,1,1095,574.33
"1707",10,0,"Hispanic",1,1,1,0,1,0,0,0,1,1,1,1,1,0,250,40,1,1,1,3138,440.79
"1708",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,13,1,1,0,196,474
"1714",11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,240,15,1,1,0,247,538.93
"1715",11,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,0,1,250,30,1,1,0,1347,456.44
"1716",9,0,"Hispanic",1,1,0,0,0,0,0,1,0,0,0,0,1,0,70,20,1,1,0,1101,390.98
"1717",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,358,529.72
"1718",11,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,250,30,1,1,0,1347,377.32
"1719",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,29,1,1,0,2340,619.02
"1720",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,250,24,1,1,0,854,469
"1721",10,0,"Hispanic",0,1,0,0,0,1,0,1,1,0,0,0,1,0,330,38,1,1,1,1763,515.39
"1722",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,450,25,1,1,0,930,545.35
"1723",10,1,"Hispanic",1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,551.68
"1724",11,1,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,247,621.11
"1725",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,250,22,1,1,0,1375,443.29
"1727",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,60,15,1,1,0,1913,421.25
"1728",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,20,1,1,1,1640,488.99
"1729",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,1,1276,506.17
"1730",10,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,18,1,0,1,915,476.16
"1731",11,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,1,1,376,20,1,1,1,3000,432.87
"1732",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,360,25,1,0,1,575,574.77
"1733",10,1,"Hispanic",1,1,0,0,0,1,0,1,1,1,1,1,1,0,175,35,1,1,1,989,310.38
"1734",10,0,"White",0,1,1,0,1,1,1,1,1,1,0,1,1,1,350,30,1,1,0,1375,679.35
"1736",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,400,27,1,1,0,930,677.84
"1738",10,0,"White",1,1,1,0,0,0,0,1,1,1,1,1,1,1,250,24,1,1,0,1411,568.45
"1740",10,0,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,1,450,20,1,1,0,1079,516.34
"1742",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,16,1,1,0,149,473.28
"1743",11,0,"White",1,1,0,0,0,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1812,419.27
"1744",11,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,347,502.28
"1747",10,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1087,502.94
"1748",9,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,196,337.71
"1749",10,1,"Black",0,0,1,1,1,1,0,0,1,1,1,1,0,0,90,25,1,1,1,1202,300.68
"1750",11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,20,1,1,0,929,638.74
"1751",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,0,0,225,22,1,1,0,276,471.3
"1752",11,0,"White",0,1,0,0,0,1,0,1,1,1,1,1,0,1,180,15,1,1,0,434,565.44
"1753",9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,0,0,450,21,1,1,0,432,442.25
"1754",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,17,1,1,0,868,551.61
"1755",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,200,23,1,0,1,1212,512.32
"1756",10,0,"More than one race",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1295,565.04
"1757",11,1,"American Indian/Alaska Native",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,1,2162,446.58
"1759",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,3592,284.64
"1762",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,150,20,1,1,0,1327,560.26
"1763",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1233,595.93
"1764",10,1,"Asian",0,1,1,0,0,1,0,1,1,0,0,0,1,0,300,30,1,1,0,2340,604.99
"1766",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,0,45,25,1,1,1,3261,482.42
"1767",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,210,14,1,1,0,996,495.85
"1768",10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,1,1046,489.57
"1769",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,20,1,1,0,1087,610.6
"1770",9,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,1,1,0,225,25,1,1,1,1110,410.37
"1771",10,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,32,1,1,1,3164,500.53
"1772",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,1,1,1,175,25,1,1,0,1250,508.4
"1776",9,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,90,15,1,1,1,914,305.17
"1777",9,1,"Hispanic",0,1,1,0,1,1,1,0,1,0,1,0,1,0,225,26,1,1,0,1897,357.84
"1778",11,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,275,21,1,1,0,1064,598.48
"1779",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,371,20,0,1,1,502,446.43
"1780",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,0,987,514.08
"1782",10,0,"White",1,1,1,1,1,1,1,1,0,0,0,0,1,1,270,28,1,1,1,2999,592.44
"1783",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,28,1,0,0,1064,593.45
"1792",10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,54,23,1,1,1,2149,380.84
"1793",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1489,629.38
"1794",9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,434,478.01
"1795",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,10,1,1,0,929,584.23
"1797",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,926,547.99
"1799",9,0,"White",1,0,1,0,0,0,0,0,1,1,1,1,1,0,225,18,1,1,0,362,378.19
"1801",9,1,"Hispanic",0,0,1,0,1,1,0,1,1,1,1,1,0,0,450,40,1,1,1,3201,480.49
"1802",10,1,"Asian",1,1,1,1,1,1,1,1,0,0,1,0,1,1,225,15,1,0,1,356,609.48
"1803",10,0,"White",0,1,1,0,1,0,0,0,1,1,1,1,1,0,250,30,1,1,0,850,540.01
"1804",11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,275,20,1,1,0,227,658.22
"1807",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1079,573.3
"1809",10,1,"White",1,0,1,0,0,1,0,0,1,1,1,1,1,0,275,30,0,1,0,362,478.33
"1810",10,0,"White",0,0,1,0,1,1,1,1,1,1,1,1,1,0,1080,13,1,1,0,389,512.13
"1811",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,227,529.85
"1812",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,32,1,1,1,1988,405.06
"1814",9,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,419.5
"1816",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,20,1,1,1,1720,704.88
"1817",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,480,15,1,1,0,1380,499.17
"1818",9,0,"White",1,1,0,0,1,0,0,1,1,1,1,1,1,0,225,20,1,1,0,1610,510.78
"1823",10,0,"White",1,1,1,1,1,1,0,1,1,1,0,1,1,0,275,31,1,1,0,2340,561.86
"1824",11,1,"Hispanic",1,1,1,0,0,1,0,1,0,0,0,0,1,0,225,21,1,1,1,1062,412.19
"1825",11,0,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,1,315,35,1,1,1,3201,502.04
"1826",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,30,1,1,1,2080,551.76
"1827",11,1,"Asian",0,1,1,0,1,1,0,1,0,0,0,0,1,0,225,23,1,1,1,1062,486.51
"1828",10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,225,25,1,0,0,1064,550.64
"1830",11,0,"White",0,1,1,0,1,0,0,1,1,1,1,1,1,0,180,20,1,1,1,1900,656.71
"1831",10,1,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,0,240,28,1,1,0,846,458.69
"1833",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,23,1,1,0,1233,600.31
"1834",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,30,1,1,1,2999,579.18
"1835",10,0,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,37,1,1,1,3201,574.57
"1836",11,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,265,15,1,0,1,915,536.37
"1837",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,15,1,1,0,1680,563.06
"1838",10,1,"Native Hawaiian/Other Pacific Islander",0,1,1,0,1,1,0,1,1,1,1,1,1,0,300,28,1,1,1,2144,412.75
"1839",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,22,1,0,1,356,689.84
"1841",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,180,20,1,1,1,2966,538.69
"1842",10,1,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,900,15,1,1,1,1062,535.41
"1844",10,0,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,1,345,28,1,1,0,1900,420.46
"1845",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1489,555.82
"1846",10,0,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,255,35,1,1,1,2085,470.82
"1847",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,40,23,1,1,0,632,630.81
"1848",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,15,1,1,0,389,530.44
"1849",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,200,11,1,1,0,774,597.13
"1850",10,1,"White",1,0,1,1,0,1,1,1,1,1,1,1,1,0,225,16,1,1,0,2098,384.53
"1851",10,0,"American Indian/Alaska Native",0,1,1,0,1,1,0,1,1,1,1,1,1,0,425,30,1,1,0,820,459.86
"1852",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2942,448.35
"1854",10,1,"White",1,1,1,1,0,1,1,1,1,1,0,1,1,0,275,30,1,1,1,2080,451.31
"1855",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,0,1,450,13,1,1,0,1173,540.81
"1856",10,1,"Hispanic",0,1,1,0,0,1,0,1,0,0,0,0,1,0,360,25,1,1,0,2402,332.5
"1857",9,0,"White",0,0,0,0,1,0,0,0,1,1,1,1,0,0,450,30,1,1,0,432,434.2
"1858",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,20,1,1,1,1900,436
"1859",10,1,"White",1,1,1,1,1,0,0,0,1,1,1,1,1,0,270,17,1,1,0,389,523.94
"1860",11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,20,1,1,0,1064,545.67
"1862",10,0,"Asian",1,1,0,0,1,0,0,1,1,0,0,1,1,0,60,30,1,1,1,1400,509.19
"1863",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,290,25,1,1,1,1046,534.14
"1864",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,22,1,0,1,356,499.41
"1867",10,0,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,0,275,25,1,1,0,1375,608.02
"1868",10,1,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,1,250,25,1,1,1,2144,629.92
"1869",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,30,1,1,1,1378,729.56
"1871",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,200,28,1,1,0,846,463.91
"1872",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,245,20,1,1,0,366,658.7
"1875",10,1,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,1,1,0,240,30,1,1,1,1408,507.19
"1876",10,0,"White",1,1,0,0,1,0,0,1,1,1,1,1,1,0,225,25,1,1,0,2748,551.29
"1877",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,250,30,1,1,1,1763,521.94
"1879",10,0,"Hispanic",1,0,0,0,0,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1489,448.34
"1880",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,400,30,1,0,1,575,643.21
"1881",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,15,1,1,0,2098,652.1
"1882",10,1,"Hispanic",0,1,1,0,1,1,0,0,1,0,0,1,1,0,275,28,1,1,1,1998,397.44
"1883",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,10,0,0,1,366,717.32
"1884",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,15,1,1,0,389,440
"1885",10,1,"Hispanic",1,1,1,1,0,1,0,1,1,1,0,1,1,0,230,10,1,1,1,1196,473.28
"1886",10,1,"Hispanic",1,1,0,0,1,1,0,1,1,1,1,1,1,1,500,15,1,1,0,1411,582.63
"1887",10,0,"More than one race",1,0,1,0,1,1,0,0,1,1,1,1,1,0,270,30,1,1,0,1489,400.91
"1889",11,1,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,1,1,0,60,30,1,1,1,3138,347.74
"1892",10,1,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,1,290,30,1,1,0,926,647.16
"1893",10,1,"Black",1,1,1,1,0,1,1,1,1,1,1,1,1,0,200,25,1,1,1,2203,559.62
"1894",10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,250,20,1,1,0,854,599.12
"1895",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,135,18,1,1,0,509,623.11
"1896",10,0,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,275,15,0,1,1,502,505.78
"1897",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,350,30,1,1,0,712,563.77
"1898",10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,225,20,1,0,1,356,605.63
"1899",11,1,"More than one race",1,1,1,0,0,1,0,1,1,0,1,1,1,0,300,40,1,1,1,3138,657.9
"1900",10,0,"White",1,1,1,1,1,0,0,1,1,1,1,1,1,0,1350,30,1,0,0,331,522.54
"1901",9,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1079,438.97
"1904",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,371,20,0,1,1,502,511.42
"1905",9,0,"Hispanic",1,1,1,1,1,1,1,1,1,0,0,0,0,0,280,12,1,1,1,1998,345.31
"1906",11,0,"Black",1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,31,1,1,0,1913,526.43
"1908",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,29,1,1,0,507,470.27
"1911",10,1,"American Indian/Alaska Native",1,0,1,0,0,1,0,1,1,1,1,1,1,1,225,30,1,1,0,808,444.34
"1916",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,375,25,1,1,0,930,689.52
"1917",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,21,1,1,0,996,415.56
"1920",11,0,"Hispanic",1,1,1,0,1,1,0,0,1,0,1,1,1,0,250,40,1,1,1,2085,474.24
"1921",11,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,270,20,1,1,0,389,583.59
"1922",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,30,1,1,0,1064,510.48
"1923",11,1,"White",1,1,1,1,0,1,1,0,1,1,1,1,1,1,240,30,1,0,1,575,647.56
"1924",10,0,"Hispanic",0,0,0,0,1,0,0,1,0,0,0,0,1,0,440,16,0,1,1,626,382.25
"1926",10,1,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,0,300,30,1,1,1,2942,503.1
"1927",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,90,30,1,1,0,1295,472.16
"1930",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,258,32,1,1,0,2402,507.19
"1932",10,1,"Hispanic",1,0,1,0,1,0,0,1,1,0,0,1,1,0,225,15,1,1,0,926,368.42
"1934",10,1,"Hispanic",0,0,1,0,0,0,0,1,1,0,0,1,1,0,275,30,1,1,1,2144,281.52
"1935",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,210,22,1,1,0,774,499.5
"1939",10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,90,20,1,1,0,1387,477.45
"1940",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,200,20,1,1,1,1900,536.93
"1942",9,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,30,1,1,1,2004,468.71
"1944",11,0,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,1,640,18,0,1,1,626,400.99
"1946",11,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,25,1,1,0,2000,634.15
"1948",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,24,1,1,0,1233,496.85
"1949",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,135,20,1,1,0,509,506.87
"1950",10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,350,30,1,1,0,899,451.55
"1951",10,1,"American Indian/Alaska Native",0,1,0,0,0,0,0,0,1,1,1,1,0,0,200,11,1,1,0,300,408.02
"1952",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,1,356,582.47
"1953",9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,7,1,1,1,2004,519.69
"1954",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,500,14,1,1,0,1079,496.45
"1955",10,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,0,0,270,30,1,1,1,1202,402.25
"1956",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,636,639.16
"1957",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,23,1,1,0,2098,553.28
"1959",10,0,"White",0,1,1,0,1,1,0,1,1,1,0,1,1,0,275,20,1,1,0,1526,602.37
"1960",10,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,330,22,1,1,0,2361,540.86
"1961",10,1,"White",1,1,0,0,1,1,0,1,1,0,0,1,1,0,350,20,1,1,0,899,533.8
"1962",10,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,45,18,1,1,0,400,364.69
"1963",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,24,1,1,1,2532,426.65
